product_id,os,storage,aspect,resolution,colour
1112596821,3,2,1,3,3
3828996438,4,2,2,3,2
1226734355,4,3,2,3,4
2591618888,4,1,2,4,1
1403216385,4,2,3,3,2
3120068179,4,2,1,5,1
1062293451,2,1,1,5,4
3463532037,2,2,1,3,4
2744332400,3,2,2,4,1
681132142,4,2,2,3,1
790603527,2,3,1,3,1
440152959,4,1,2,3,2
3857666937,4,2,2,3,3
3094295800,4,2,2,3,3
1702462126,4,2,1,3,1
3141626954,4,1,3,3,5
1149845568,4,1,3,3,4
794048791,2,1,3,5,1
2863637113,2,2,1,3,4
2263076101,3,1,2,5,4
489480617,3,2,2,3,4
1726998587,4,1,1,3,1
1899628228,4,2,2,4,2
3769891386,4,1,1,3,4
3905938791,4,4,2,3,4
1134022640,4,1,3,4,3
2080306351,2,1,2,4,5
1715361269,4,1,2,5,5
812538939,4,3,2,3,3
2120843848,3,4,3,4,3
808806400,4,3,1,3,2
128818359,4,1,1,3,1
960403410,4,2,3,5,3
988394570,4,1,2,3,4
284496806,4,2,2,4,2
1656999266,4,1,1,3,4
1938145450,3,1,2,4,4
3943233329,4,2,1,3,3
918011989,2,2,1,3,5
3436825645,4,2,1,4,4
2947923507,3,3,3,4,4
1710497911,4,2,1,3,1
543852366,4,2,1,3,1
1684036400,4,3,3,3,1
3810725819,4,2,1,3,5
3253830272,4,1,1,3,2
595136491,4,2,1,3,2
252465876,3,2,2,3,1
430970304,4,4,3,4,1
3014494278,4,2,2,3,4
2012302868,4,2,1,3,5
3656225852,4,2,2,3,1
2225083455,4,2,2,3,2
122829360,4,1,2,3,3
3584696375,2,1,2,3,3
1144285048,4,1,2,4,3
2107544833,4,4,2,3,4
3895956093,4,2,2,3,2
3269189163,4,3,2,4,5
857300745,3,2,1,5,4
235087311,3,1,3,4,5
2184294525,3,3,3,3,4
3785858983,4,2,2,4,2
2705091987,4,1,3,4,1
3862923903,4,1,2,3,5
570103386,4,1,3,3,3
1985516999,3,2,1,4,4
2353672427,4,2,2,3,2
2362870183,4,1,2,3,3
1851824582,4,1,1,3,3
1241660623,4,3,3,3,4
91846172,2,4,1,3,2
1718141510,4,1,3,4,4
3237134616,4,2,3,4,2
368291803,4,2,2,3,5
2264755458,4,3,2,3,2
927515444,4,1,2,3,5
1732741442,4,1,1,3,1
4056213474,4,4,1,4,5
168182044,4,3,2,4,2
3408287252,4,2,2,3,2
3215819075,4,2,3,4,2
954644470,4,1,2,3,3
911484405,2,2,1,4,1
1992704527,4,4,1,3,2
3458282219,2,2,2,4,3
1580553560,4,2,3,5,5
4016946224,4,1,2,4,2
50133983,2,2,1,3,2
2197751244,4,4,1,3,3
3476391879,4,3,1,3,3
3099231181,2,1,3,5,1
1185621865,4,1,3,3,1
3228369030,4,3,3,3,2
4159143968,2,3,3,4,3
2812211311,4,2,1,4,1
669682468,4,3,1,3,4
2022299174,4,4,2,3,5
3523255757,2,2,2,3,5
657517377,4,1,2,3,4
3910654367,4,2,2,4,3
1428343161,4,3,2,5,3
3129656736,4,4,1,3,4
3874832670,4,2,2,3,1
462466424,4,4,1,3,2
2212833175,4,2,1,4,1
3733881223,4,3,2,3,3
2250430951,2,1,2,3,1
4078211940,4,2,2,4,1
3183622595,4,2,1,3,3
130428733,4,2,3,4,5
1686732930,4,1,1,4,5
3582946894,4,2,2,3,4
1451242028,4,2,2,4,2
1709581497,4,3,2,5,3
2296031597,4,1,2,3,1
2729655613,4,4,3,3,1
3465981761,4,1,2,3,1
311746684,4,3,2,3,5
2224936183,4,4,3,5,3
1560190118,4,4,1,3,5
2989133390,4,2,2,3,4
507458153,4,3,2,5,4
752120736,4,1,3,3,5
4075668549,4,1,1,4,2
1977268576,4,2,2,3,3
2982514269,4,4,1,3,2
3894221596,4,2,1,3,2
3561768756,4,1,1,3,3
2579073674,2,3,1,4,4
12364349,4,2,2,3,3
4139114956,4,2,3,3,3
3198284292,4,1,2,4,3
1787896682,4,2,3,3,3
2324824687,4,2,2,4,2
2072385516,2,2,3,4,5
1968809867,4,4,2,4,5
3558056024,4,1,2,5,3
2126330746,4,1,1,3,1
3264786928,4,1,1,3,1
4207036481,4,1,2,4,1
3620884645,4,3,2,3,5
3330459267,4,1,3,3,4
1744991658,4,2,3,3,4
3480303071,4,4,3,4,2
2155377502,4,3,2,3,4
1393281964,4,2,2,3,5
3379048222,2,3,2,3,5
924106011,3,2,1,3,4
2776432649,3,2,2,3,1
2177965531,4,3,2,5,2
2997203815,4,4,1,3,3
747808801,4,1,2,4,5
1126225886,3,1,1,3,4
2931320852,2,3,3,3,1
2864910624,2,4,3,4,4
183626829,4,2,1,3,5
2965254224,4,3,3,3,4
1799678247,3,1,3,5,2
2945116284,4,2,1,3,2
4291253108,4,2,1,4,1
3819295554,4,3,2,3,5
2385883695,4,1,2,3,5
3496107757,4,2,2,5,1
2792386434,2,1,3,3,5
3179713710,4,2,3,3,2
1630281842,4,4,1,3,5
2676777903,3,1,2,5,2
2098586481,4,3,3,4,5
68982775,4,2,2,3,3
1749354621,2,1,3,3,2
1774793631,4,2,1,5,3
1079164053,3,2,1,3,5
4042838611,4,1,2,4,5
1805083240,4,1,2,3,1
1155979861,4,3,2,3,4
3269860856,4,1,3,5,4
3872465031,4,1,2,4,4
3944571994,4,3,3,3,5
1678808953,2,2,2,4,2
3468546823,4,2,1,3,5
3816002341,4,2,2,3,2
2031956166,4,3,3,3,1
1968513098,4,1,3,4,2
3990604592,4,4,3,3,2
2234428042,4,1,3,4,2
479297492,3,2,2,3,1
335993095,4,3,3,3,1
1842345381,4,1,1,3,2
1218834696,4,2,1,4,5
3811532912,4,2,1,4,5
2845339119,4,3,2,3,1
2598278542,4,1,2,4,3
3108824052,4,4,3,4,5
2264144111,2,2,1,5,4
1880734970,4,3,1,3,1
3365696108,4,2,3,3,1
1925811774,4,4,2,3,4
4103062559,3,2,2,3,4
1408350043,4,2,3,3,3
1605303029,4,2,2,3,1
1920930321,4,2,1,3,2
388269197,2,4,2,3,5
959584725,4,1,2,3,2
2938580411,2,2,2,3,3
3073283008,4,2,2,5,4
3601105346,4,1,2,3,2
123421444,4,2,1,4,3
2460343893,4,3,2,3,5
563888109,4,2,3,3,4
4092632823,4,1,2,3,3
1663495989,4,2,2,3,2
1589610535,4,2,3,5,4
2429585919,2,1,1,5,2
2499917938,2,2,1,3,3
2309716132,4,1,3,4,3
4016869123,4,2,3,3,2
2092977862,4,3,2,5,5
4035853931,2,2,2,4,1
415942745,3,2,2,3,4
2935795133,2,3,1,3,3
2727406146,4,3,1,3,3
2108688686,4,2,3,5,4
742938475,4,4,2,5,5
2528548832,4,1,2,5,1
2602033138,4,1,1,3,5
1946319169,4,3,3,3,5
2263392786,4,4,3,3,4
3302133713,4,2,1,5,1
58944561,3,2,2,3,4
732217675,4,2,1,3,2
2801057489,4,4,2,3,4
3445710938,4,2,2,4,5
4015751201,3,1,1,5,1
2839361701,2,2,1,3,2
2212643939,4,4,3,3,2
1494995483,2,4,3,4,1
301919232,4,1,2,3,5
3600675194,4,2,3,3,2
1936511040,4,3,3,3,3
1644255076,4,4,1,3,3
2082553082,4,1,1,3,2
36394952,4,2,1,5,5
969313493,2,1,2,4,1
905358350,3,3,2,4,4
310467511,4,4,2,5,2
1595222796,2,1,3,4,1
3505369669,4,2,2,3,1
230726511,2,1,2,3,1
2785507907,4,1,1,4,1
1097422328,2,1,1,3,4
3076544533,3,2,2,3,5
3479037448,4,1,2,3,4
163489029,4,3,1,3,1
426103643,4,4,3,3,1
3068625981,4,3,2,3,4
738476301,4,3,1,3,3
3646436586,4,3,2,3,3
3019020935,4,2,1,4,1
3532166068,4,1,3,4,5
3947345450,4,2,1,3,3
3116444157,4,3,2,3,3
1057119578,4,3,1,5,4
1592166256,4,3,1,3,1
2317816040,2,3,3,3,2
4189445310,4,1,2,5,5
2771539777,4,2,3,5,4
639175643,4,2,2,4,3
99101938,4,2,3,3,5
1717738817,4,1,2,5,5
3968954762,2,3,2,3,3
183270655,4,4,2,4,4
1868578827,4,3,1,3,4
1460595288,4,2,2,5,4
2552580855,4,2,3,3,5
3619991825,4,1,3,3,3
3663778511,4,1,3,3,2
226905326,4,1,2,5,2
2079649144,4,2,1,3,3
455216908,4,1,3,4,4
4000636949,3,3,1,4,2
399692892,4,3,1,4,3
1060914781,4,1,1,3,1
434145615,4,2,1,3,5
3022927637,3,2,1,5,1
3745869248,2,2,3,3,2
2034608491,2,2,2,3,3
1967160426,4,4,2,4,2
1991307707,4,3,3,4,1
3467052436,4,2,1,3,4
3749077260,4,4,2,3,2
3476330945,4,4,2,4,3
3211423639,3,3,3,3,1
2221856112,3,2,2,3,5
2117616520,4,4,3,4,2
2846021428,4,4,3,4,3
2211042157,4,4,1,3,5
2613711433,4,2,2,4,3
3754207921,4,1,2,3,1
3151501952,4,2,2,3,4
2935370732,4,3,2,5,2
3057360514,4,2,1,4,4
981787700,2,2,3,4,5
420791510,4,3,2,5,1
2444464071,4,1,2,5,1
3070808970,4,3,1,3,2
3328700143,4,3,1,3,5
500544836,2,3,2,3,2
1971907201,4,2,2,4,4
3652032580,4,3,3,3,3
1503844350,4,2,3,3,2
3409451035,4,2,3,4,4
3869105155,4,3,2,4,4
400684149,4,3,1,4,5
2800721495,4,2,3,3,1
4214673337,4,2,3,3,3
3734422982,4,1,2,3,1
4282170284,4,2,1,3,4
1796485656,4,2,1,5,2
288498648,4,3,1,3,1
4001209736,2,4,2,3,1
3587251557,4,2,2,3,5
600726035,2,1,1,4,1
1202703227,4,2,2,5,4
158263924,4,2,2,4,4
1880512177,4,2,1,3,2
1284314474,4,3,1,3,5
2668322959,4,2,1,3,4
1214267936,4,2,3,3,1
176439141,4,2,2,3,1
1058448559,4,2,2,4,4
2593256772,4,1,2,3,2
644553649,4,2,1,3,1
2637436961,3,2,1,4,4
2020125342,4,1,3,3,2
2327977513,4,3,1,3,5
407883757,4,1,3,4,2
4200141711,3,4,2,3,5
2660159556,4,1,1,4,1
3553066666,4,2,2,3,5
4256629330,3,2,3,3,5
628311052,4,3,2,4,3
4284923063,4,2,2,3,3
665684245,3,2,2,5,3
1161560691,4,1,1,5,2
2209974922,4,2,2,4,1
3267647853,2,2,3,4,4
531516233,4,1,3,3,5
4103944907,2,2,1,3,2
1965717434,2,3,3,4,2
801367854,4,2,3,3,4
108285924,4,4,3,3,5
3834116292,4,1,1,3,2
3972825177,4,1,1,3,5
2282320304,4,3,2,3,3
131533382,3,1,3,3,1
1088059912,2,4,3,3,3
161243727,4,2,2,4,3
3346951059,4,2,1,3,3
3190371438,4,1,2,4,3
3522065981,2,2,2,4,5
674766261,3,1,3,3,1
1341202055,4,4,3,3,3
1975077112,4,2,3,3,5
2256343620,3,4,1,3,1
1780764496,4,1,1,3,2
2457382983,4,4,1,3,3
1231902293,4,1,1,4,3
1283909961,4,1,1,4,3
3454956817,2,2,1,3,4
2046963600,4,1,2,4,5
899272345,4,4,3,3,5
3368216535,3,2,1,3,4
895275137,4,2,1,4,5
122056616,3,2,2,3,2
2257169966,4,3,1,3,3
2988460331,4,3,1,3,4
1034028918,4,1,3,4,5
3870841137,4,2,1,4,2
2106982443,3,4,3,4,2
840908204,4,2,3,3,2
461745427,4,2,3,4,5
3839672071,4,1,1,5,2
320534,4,1,3,4,2
2114497438,4,2,3,3,1
3834268892,3,2,3,3,4
2202700940,4,4,1,3,3
3325434665,4,2,2,5,3
2020139472,4,4,3,3,2
1713563278,4,1,2,3,1
3383231329,4,2,3,3,3
213406423,4,4,2,3,2
1180929400,2,2,2,3,3
1072606865,4,2,2,4,2
221528574,3,3,1,5,2
339112252,4,2,1,4,5
4230366318,4,1,2,4,5
3303676166,4,2,1,3,3
877959316,4,2,3,3,3
2660472287,2,1,3,4,3
2906929685,4,3,1,4,2
3441650825,4,1,3,3,1
4183216041,4,1,1,3,4
3137787110,4,2,1,3,3
1223102613,4,1,2,3,4
3611592235,4,2,2,3,1
200662630,4,2,2,3,2
228837295,4,4,2,3,5
195024162,2,1,1,3,3
272708604,4,1,1,3,5
3774459210,4,1,3,3,3
1840279857,4,1,3,3,3
875224060,2,1,1,3,5
3339133704,4,2,2,3,1
2822728356,4,1,3,4,5
583985583,4,3,1,3,1
3536029068,2,1,3,3,5
3423569081,2,2,2,4,3
3561507582,3,2,3,5,2
389047606,4,2,2,4,5
2825421140,4,2,2,3,3
982442303,4,2,3,3,2
2310616545,4,2,3,4,5
3562888112,4,3,3,5,1
417015701,4,3,3,4,2
1938353989,4,1,2,3,5
3369879533,2,1,3,3,4
1236958528,4,2,3,3,1
2103743473,4,2,3,4,5
3385522807,4,2,1,5,2
1812618230,4,2,1,3,2
3669813317,4,1,1,4,1
2335394595,4,2,2,3,3
3456377439,4,3,1,3,4
1313699077,4,1,1,3,1
3793858941,3,1,2,3,5
1664931688,4,1,3,3,5
625735343,3,2,2,4,5
1005194503,4,2,3,4,1
1614595859,4,2,1,3,1
2230235606,4,2,1,4,4
2539272205,4,2,1,3,4
2031853518,4,2,1,3,1
3935195262,2,1,1,3,4
4281827128,4,1,1,3,4
3315979974,4,4,3,4,5
828108891,4,2,1,3,3
3262617297,4,1,3,3,1
2423291415,4,3,2,3,4
1645868409,4,3,2,3,4
4120240718,4,1,3,3,4
3635262494,4,1,1,5,1
3651231196,4,1,2,5,5
4001201351,2,3,1,3,4
685908975,4,3,2,3,2
6061962,4,3,3,3,3
263370313,4,1,1,3,2
3723711802,4,2,1,4,4
3197389769,3,1,3,3,3
3431558785,4,2,1,4,2
1682066014,4,1,2,3,3
915068473,4,2,2,3,3
2558887724,4,1,2,3,2
4158827991,4,2,1,5,1
60941436,4,3,1,5,4
2936293308,3,1,3,4,1
3595447807,4,1,2,4,1
629719622,3,2,2,4,4
3416136255,4,1,1,5,3
3183446273,4,2,2,3,2
3669587634,4,4,3,4,3
4028082048,4,2,2,4,4
350974166,4,3,2,3,3
3625976403,4,3,1,3,3
240551337,4,1,3,3,2
905696341,4,2,3,4,3
379662117,4,2,3,5,5
3247565228,3,2,2,5,3
3151684497,3,2,1,3,1
1437667023,4,1,1,3,3
1838481292,2,2,1,4,1
877409555,4,4,1,4,1
281674108,4,3,2,5,5
135448121,4,2,2,3,5
1264367845,4,1,1,3,2
956035622,4,2,2,3,4
215213200,4,3,2,3,3
3571520503,4,3,2,3,4
1784665816,4,4,2,3,2
1395025399,4,2,3,3,3
254615227,4,4,2,4,2
2795192864,4,2,3,3,2
4263401346,4,1,3,4,2
3095043212,4,3,3,3,1
1116981245,4,2,1,4,3
1730535983,3,4,3,3,5
1281472560,4,4,1,3,2
1934719859,4,2,1,3,3
3314857980,4,1,2,3,2
3369803580,4,2,1,4,2
2071975618,2,2,3,5,4
1424047124,4,1,3,4,3
1078229959,4,3,2,3,4
1256879587,2,1,3,3,2
2442388572,2,1,2,4,4
842174928,2,2,3,3,2
1699083906,3,3,3,3,2
1873132199,4,3,2,4,3
2234840400,4,2,3,4,1
2725705919,2,1,2,3,3
1928977462,4,1,3,4,2
433382027,4,2,3,3,5
1011245057,4,1,3,4,2
2010538394,4,2,3,3,2
2514710818,4,2,1,3,2
60502273,4,1,3,3,2
3964014740,4,2,2,3,1
1550622508,4,3,1,3,1
3059866376,4,1,3,3,4
3779949416,4,2,1,3,5
763939834,4,3,2,3,2
4149897810,3,4,1,3,3
3809981960,4,4,1,3,5
2867225209,3,2,1,5,4
287824954,4,2,2,3,3
1254691114,3,3,3,5,2
1890746541,4,2,3,4,1
1920292364,4,3,2,3,2
503767909,2,1,2,4,1
1304282125,4,2,3,4,4
2485228510,4,1,1,3,5
770573173,3,2,1,5,5
3316694429,2,1,1,3,5
2565315955,4,4,1,3,2
2874994814,4,1,1,4,3
43365665,4,4,1,4,4
826239602,2,4,2,4,1
2938671031,4,1,3,5,1
1416348950,4,2,3,4,5
2789528564,4,1,1,3,3
759812723,4,2,3,3,3
3452482917,4,2,2,4,5
806932831,4,3,1,4,3
3653353009,2,2,3,3,2
2220003121,4,2,1,4,5
3388950281,4,2,3,4,4
200275228,4,4,2,4,3
4128759452,4,2,3,3,1
1698755563,4,4,3,4,2
4087960587,4,1,2,3,2
2538101313,4,1,1,4,5
2412027077,4,3,2,4,3
2351650806,4,2,3,5,1
2446568289,3,4,3,3,5
827618171,4,4,2,4,3
1429795703,4,2,2,3,5
219500358,4,3,3,4,3
3789921908,3,4,2,3,5
621260240,4,3,1,4,3
1104298592,4,4,1,4,4
3013080591,4,4,3,3,4
565231676,4,2,1,3,1
1393508913,4,2,1,4,5
832121472,3,2,2,3,5
2551105293,4,4,2,3,5
703441287,4,1,3,3,2
4194899974,4,3,1,3,4
4001762939,3,3,2,4,5
2177163350,4,2,3,3,5
2486208235,4,2,2,3,2
1952272852,4,1,1,3,3
1694213548,2,4,3,3,5
3681987489,4,3,2,4,3
4062288580,4,4,3,4,3
1558658364,4,1,3,4,4
635211437,4,2,1,4,1
1331216838,4,3,1,3,2
607977025,4,2,2,3,5
3302315534,4,2,3,3,4
853573340,4,2,3,4,2
1945053984,3,4,2,3,4
4032000891,4,1,1,3,1
2275635631,4,4,2,3,3
1920555647,4,2,1,3,5
405592839,3,3,2,4,1
535417040,4,2,3,4,4
3595335464,4,1,3,3,3
2456548305,4,1,1,3,2
1609854933,2,2,3,3,4
4109062967,4,1,2,4,3
1038132928,4,1,2,4,5
1079803129,4,1,2,4,2
1651568825,3,2,1,3,3
2015874631,4,3,1,3,3
420834223,4,2,2,3,3
2055629027,4,2,3,5,2
1900497858,3,4,2,3,1
1814556407,3,4,2,4,3
2067674584,4,2,3,4,3
1314869030,3,3,1,3,1
2517209421,4,1,3,3,5
335367538,4,1,2,4,5
3493611957,4,2,1,5,3
3711265884,4,2,3,3,4
3203777871,4,2,3,3,3
2357297274,4,3,3,5,4
4217673966,4,2,1,4,4
3804230395,4,3,2,5,4
3622623628,4,2,1,3,5
1718831154,4,1,1,5,2
3988396137,4,1,3,4,5
2587309179,4,3,3,4,4
1262206466,4,2,3,3,4
580892375,4,2,2,3,1
1772876877,3,3,2,3,5
1931731807,4,4,2,3,5
1902045119,4,3,2,3,4
311350574,4,1,2,3,5
4207753049,4,2,2,4,5
3316175550,4,4,2,3,4
83259533,4,2,3,5,4
2330767909,4,1,1,3,2
2053732465,4,2,1,4,4
3582571500,2,1,2,3,2
2815092194,4,1,3,4,5
3671791572,4,2,2,3,3
3991049320,4,2,1,3,5
1093509691,2,2,2,3,1
2906891406,4,1,3,5,4
3854257501,4,2,2,3,4
2684889257,4,3,2,3,1
2358347970,4,1,3,3,3
595975030,4,1,1,4,3
3404204097,4,1,3,3,2
2401129649,4,3,2,3,2
4156186538,4,2,2,4,4
2258404346,4,4,1,3,4
1171054774,4,2,2,3,2
3883718223,4,3,2,4,5
1815494090,4,2,2,3,5
400375519,4,1,1,4,1
3786836015,4,1,2,3,2
958927944,4,2,1,3,5
2810840678,4,2,1,3,4
2263879366,4,2,1,3,3
2016365602,4,1,1,4,1
899451158,4,3,2,4,3
918035530,2,4,2,4,2
736260014,4,1,3,3,5
4109912985,4,3,1,4,3
3322130643,4,1,2,3,3
971758208,4,2,2,4,5
2575153880,4,1,2,3,4
844119873,4,1,2,3,4
1540634428,3,1,3,3,4
3974851413,2,1,3,4,5
2873087739,4,2,3,5,5
2055422992,4,3,1,3,3
320422981,4,1,1,4,3
3918761326,4,2,1,4,2
708965438,4,1,2,4,1
3096498766,4,3,2,4,3
3569152734,2,1,3,4,1
908896266,4,1,3,3,3
687057348,4,1,3,4,3
3531089353,4,1,2,3,4
3951761827,2,4,1,5,1
3979647376,4,2,3,4,1
817886602,4,3,1,5,3
3669645820,2,3,2,3,1
551221993,4,3,1,4,5
3158432378,4,3,2,3,3
1148333477,4,1,1,3,2
4085977371,4,1,3,3,5
2113427921,2,1,2,3,2
14872625,4,4,3,3,2
983323363,3,1,3,3,5
2319603484,4,1,3,5,2
321738189,2,1,3,3,2
354084616,2,2,1,4,1
3830932284,4,3,1,4,4
286318493,3,4,2,3,1
883526288,2,3,2,3,2
3086872564,4,1,3,3,5
49264325,2,2,1,3,4
2148086592,4,3,3,3,3
246275247,3,1,1,3,2
2556298728,4,3,3,3,4
4126957814,4,2,3,3,1
2147492908,4,3,2,5,2
2801547621,4,4,1,3,4
830688372,4,2,2,5,2
969860072,4,3,2,3,5
4154196844,4,3,3,4,1
2046552882,4,1,3,3,3
2016607091,4,2,2,3,1
1272991821,4,1,1,3,1
3750472557,4,4,3,5,3
1683892620,4,1,3,3,2
748418416,4,2,1,4,2
349186223,4,2,3,3,3
1189265037,4,3,1,5,5
3528296758,3,2,2,3,1
1971785922,4,2,1,3,1
2203911755,4,2,2,4,4
2221072728,4,2,2,3,4
3633390007,4,2,3,3,2
2609861916,4,1,2,4,3
1200817372,4,4,3,3,3
1894624607,4,1,3,3,2
3917197343,2,2,1,3,4
3893409158,4,1,1,3,3
2388144631,4,1,3,4,2
555824489,4,1,2,3,3
1206512717,4,1,3,4,2
2649383060,4,3,2,5,1
128596115,4,3,1,3,3
2438509450,4,2,1,3,1
2430485365,2,1,2,3,5
540415207,2,3,2,4,5
2845485247,4,2,2,3,2
1269358677,4,1,3,4,5
2041353611,3,3,2,3,5
615641632,4,2,3,3,3
174991204,4,1,2,4,4
431251644,4,2,1,4,3
1674805615,4,3,2,4,5
1218505467,4,3,2,5,5
365241123,4,4,3,3,2
614609132,4,1,3,4,2
3642234088,4,2,2,5,2
679739584,4,2,1,3,5
2426956710,4,2,3,4,5
2575973022,3,2,3,3,1
788205088,4,1,3,3,3
2625124309,2,2,3,3,1
3466085387,3,2,3,3,5
2619825192,4,2,2,3,4
1607472942,3,2,1,5,2
2646312694,4,4,3,5,1
202246174,4,2,3,3,2
3669820633,2,1,3,3,1
474901845,4,2,2,3,1
1673474790,4,2,2,3,3
695678785,4,1,2,4,5
874040748,4,3,2,4,5
790133239,4,2,3,3,3
4280740839,4,3,3,3,4
3956142005,4,2,2,3,3
2605425984,2,3,1,5,3
1277917902,4,2,2,5,1
2957042864,4,2,2,3,1
1460074795,4,2,1,3,1
2182953158,4,3,2,3,2
1359317152,3,3,2,3,5
3780991845,4,3,3,3,3
1317415332,4,2,3,4,2
2155910739,2,2,2,4,4
3048620197,4,2,2,3,3
2031835801,4,2,1,4,5
1531654710,4,1,2,3,1
1160727752,4,2,2,4,2
196911680,4,1,3,4,1
1618840659,4,3,1,4,1
1716386566,4,2,3,3,4
1968507713,4,2,1,3,4
4171733785,4,1,1,3,4
1520528456,4,4,1,3,5
460532770,4,2,1,3,3
2649856347,3,1,2,3,3
2222388990,4,1,2,3,2
890903493,2,2,3,5,2
722386590,4,3,2,5,3
1735145771,4,1,2,5,1
337008763,4,1,2,3,4
2704222075,4,1,2,4,2
541869817,3,2,2,3,4
2649735420,4,3,2,3,1
227315926,2,2,3,3,1
3696077015,4,2,3,3,4
5487870,4,1,3,3,2
1941661627,4,2,3,4,1
1571758164,4,1,3,3,5
709751186,4,3,2,4,5
2247290669,4,2,3,4,1
702209023,4,2,2,3,4
2086430009,4,1,3,3,4
3647283061,4,1,1,3,3
2989440437,4,4,3,3,1
780627215,4,1,3,3,3
3830328531,4,1,2,3,2
1177343702,4,1,3,3,5
140510165,4,2,3,3,3
2898086100,4,2,3,4,3
2118772734,2,3,3,4,3
3899108414,2,1,1,4,2
384843108,4,4,3,3,2
816982176,4,2,2,4,2
1832098664,4,3,1,3,3
4026536661,4,3,3,3,5
3364397438,4,1,3,3,1
1354842482,4,2,2,3,1
1609296478,4,1,1,4,3
1520028075,4,2,2,4,4
1963156402,4,3,1,3,3
2632319563,4,3,2,3,4
3481431938,4,2,1,3,1
3144426986,2,4,1,5,4
4074353456,4,2,2,5,2
3402490508,4,3,1,3,2
1343678510,4,2,1,3,1
77319048,4,3,1,4,1
4262241328,3,1,2,3,1
1555701825,2,3,2,4,2
564116648,4,1,3,5,3
774325885,4,2,2,5,5
2619237913,4,2,3,3,5
3470053924,4,2,2,3,3
366105005,4,3,1,3,3
2799764529,4,1,1,3,5
1079126044,4,2,2,4,4
3832688673,4,1,1,3,2
3282045936,4,2,2,5,5
2649790121,4,1,2,4,5
2893327725,2,2,1,4,5
1502424278,4,1,1,3,3
1735002855,4,1,2,3,1
207497313,4,3,2,3,5
