product_id,os,storage,aspect,resolution,camera,colour
1302161156,1,3,5,2,1,4
2796641617,1,2,4,1,3,4
2870106937,1,1,4,2,2,1
918773209,2,2,4,2,3,1
3932091125,2,3,5,2,1,3
4035964064,1,1,5,2,3,4
3693051965,1,1,5,1,3,3
1563009153,2,2,5,1,3,1
1429011650,1,1,4,2,2,1
2090986007,1,2,4,1,3,2
2288746132,1,1,4,1,1,2
1030119660,2,2,5,1,3,1
1722718266,1,4,5,1,2,3
2152442225,1,1,4,2,3,5
671482166,1,1,4,2,3,5
888295347,1,3,5,1,1,4
454141241,2,3,4,2,3,3
2596266037,1,3,5,2,1,3
3431284219,1,1,4,1,1,2
763750092,1,2,5,2,3,3
802150829,2,3,4,2,1,5
2071979222,2,2,5,2,1,1
1170705104,2,2,5,2,1,5
1043606550,1,2,4,2,3,1
1210202967,2,1,4,2,1,2
2355423501,1,1,4,1,2,2
3760793243,1,4,5,2,3,2
3416162273,2,3,4,2,2,4
8160998,1,1,5,2,3,2
2943159465,1,1,5,1,3,2
2717130542,1,2,5,2,3,1
557794903,2,4,5,2,2,4
2527616407,2,2,4,2,1,1
1940823065,1,3,5,2,1,3
2238971916,2,1,4,2,2,4
3015774108,2,1,4,2,3,1
1238320741,2,2,4,1,1,4
2080447808,1,2,5,1,3,3
1055741806,1,2,5,2,1,2
26977567,2,2,4,1,2,5
2540104343,1,3,4,2,2,5
2921290907,1,1,5,1,1,2
4278811315,1,1,4,1,2,5
3486552469,1,2,5,1,1,1
2691564469,1,3,4,2,3,4
3028411399,1,3,5,1,2,1
2186924198,1,2,5,1,3,5
3270026688,1,2,5,2,1,5
3847039106,2,1,5,2,2,3
3868123140,1,2,5,2,3,3
268619569,1,2,5,2,1,5
1193474118,1,1,4,2,3,5
2431620805,1,1,5,1,1,4
1453646205,1,1,5,1,1,5
2956694314,2,1,4,2,1,2
687521739,1,3,4,1,1,4
4109531301,1,4,5,2,3,2
2863298752,1,2,5,1,3,2
226087980,1,1,5,2,2,3
1957127170,2,2,5,1,3,5
2929496594,2,2,5,2,1,2
21635734,1,4,5,2,3,3
3459446795,1,1,5,2,1,4
1640223109,2,1,5,1,3,2
1413091160,1,1,4,2,3,5
2747925263,1,2,4,1,2,2
264524578,1,3,5,2,1,4
3903150377,1,1,5,1,2,1
925682055,2,1,5,2,2,3
3614955669,2,1,4,2,2,3
4175514963,1,2,5,2,3,1
2419927049,1,2,5,2,1,5
1530974492,1,1,5,2,2,1
2504608227,1,4,5,2,2,4
4250911443,1,2,5,2,3,2
3368031250,1,3,5,2,2,5
1195267601,2,1,4,2,2,3
1441366862,1,2,4,1,3,5
3174320090,2,2,5,2,1,1
1348600437,1,1,5,1,3,5
1834916495,1,1,5,1,2,1
4092826198,2,2,5,2,2,5
2800282128,2,1,5,2,2,3
1874134902,1,3,4,1,2,4
970032208,2,3,5,1,1,3
3603609527,1,1,5,2,3,1
4099470848,2,2,4,2,1,4
4185300567,2,1,5,2,2,1
1965657870,1,1,4,1,3,4
64277021,1,4,4,2,3,2
2104560862,1,2,5,1,2,5
4093527771,1,1,5,1,1,3
1453131899,1,3,5,2,2,3
40659598,2,1,5,2,1,4
162824449,2,3,5,1,3,3
3769383116,1,3,5,1,2,1
312360479,1,1,5,1,1,5
19004383,1,3,5,2,1,5
2062248681,1,4,5,1,1,4
1917707588,1,4,4,2,3,2
3884127527,1,3,5,1,1,1
686383909,2,1,5,1,2,1
3900877432,1,1,5,2,2,3
4006728586,2,1,5,2,1,4
1771538297,1,1,4,2,3,1
1048131685,1,3,5,2,3,1
2903373745,2,1,5,1,2,1
3800446956,1,4,4,1,3,2
465857813,1,2,5,1,3,3
3515451097,2,3,4,1,3,2
767971923,2,3,4,2,1,5
4126880179,1,3,5,1,3,4
2876201943,1,1,5,2,1,2
2277165752,1,3,4,2,3,5
326619634,2,1,5,1,1,4
2484002918,1,1,4,2,1,1
4137401634,1,1,5,1,3,2
1224172961,2,2,5,2,3,5
1020179763,1,3,4,2,2,4
3995582644,1,2,4,2,2,3
3380308513,2,3,5,2,3,4
1823415574,1,2,5,2,2,3
2317680614,1,4,5,1,3,4
2549670149,1,2,4,1,2,2
2966247311,2,1,5,2,2,5
1336281415,2,4,5,2,2,2
3463323604,1,1,5,1,3,5
2510296185,2,2,4,2,3,4
509534763,1,1,5,2,3,1
2541953257,2,1,5,2,2,5
3503182513,1,2,4,2,2,1
186156716,2,1,4,2,2,5
4117129513,1,2,5,2,1,3
992327384,2,2,4,2,1,3
1861384889,2,4,5,2,1,5
2218015395,1,1,5,2,3,2
143408720,1,1,5,2,2,2
1872919430,2,2,4,2,3,5
384195899,1,3,5,1,3,5
2813043976,1,2,5,2,3,5
2215613243,1,1,5,2,3,3
3917851406,1,1,5,2,2,5
2877893063,2,1,4,2,2,5
788883551,1,1,4,1,3,1
3549715714,1,1,4,1,1,1
2341090441,1,4,4,1,3,2
1640715097,1,1,5,2,3,2
1373205302,1,3,4,2,2,4
3958255090,2,2,5,2,1,1
2239808987,2,1,4,1,2,5
87772904,2,1,4,2,3,3
4248011581,2,2,5,2,3,5
2314107322,2,1,4,2,1,3
188895113,1,4,5,1,2,3
2155972304,2,1,5,1,1,2
1127064500,1,1,4,2,1,4
1287458579,2,2,4,2,2,2
3924253303,1,1,4,2,1,4
3147575763,2,1,5,1,3,3
3452894721,1,1,4,2,2,4
1450074657,1,3,4,2,3,2
3835249471,2,3,5,2,3,1
4209074249,1,1,5,2,1,1
2429583032,1,1,5,1,1,3
636939870,1,1,5,1,3,1
808062693,1,2,5,2,1,1
1164825614,1,1,5,2,2,5
4141537786,1,1,5,2,2,5
3212285358,1,1,5,2,2,1
2317199154,1,2,5,2,3,4
2498924013,1,4,5,1,2,2
2270402689,1,1,4,1,2,4
1441402899,1,1,5,1,3,3
2068776753,2,2,4,2,3,1
2959219548,2,1,4,2,2,4
2411872058,2,3,4,1,1,2
4275644952,2,3,5,2,1,1
1997135224,1,1,5,1,3,5
1671194442,1,2,4,1,3,5
3785628854,1,1,5,2,3,4
1293831466,2,1,4,1,3,2
744314060,2,2,5,2,3,1
1395539055,2,1,4,2,2,1
2974694753,2,2,4,1,2,4
4036019930,1,4,5,2,2,4
1482679010,2,2,4,2,2,3
1017340850,2,1,4,1,2,5
1443070200,1,3,5,2,3,3
924864208,1,1,4,1,3,5
3626197550,1,2,4,2,3,4
4051985419,2,1,4,1,3,1
4193749171,2,2,4,1,2,1
3629709036,2,3,5,2,1,1
4155423129,2,3,5,2,1,3
3539450950,1,1,4,1,3,1
1251729477,2,4,4,1,3,2
102613785,2,4,5,2,2,2
3754252445,1,2,5,1,2,3
1886803189,2,4,4,1,3,1
4072770306,1,1,5,2,2,5
819528497,1,4,5,1,3,5
3826419662,1,3,4,1,3,1
2716738369,1,3,4,1,1,4
2927773945,1,1,4,2,3,3
75173945,2,2,5,2,3,5
2250344039,1,1,5,2,2,1
4001324023,1,2,4,2,3,4
587132788,1,1,4,2,1,4
3000944309,1,4,4,1,3,2
4276044143,1,1,5,2,3,1
3383687462,1,2,5,1,1,3
2684061687,1,1,5,2,3,2
3204212754,1,3,5,2,3,3
2563817190,2,4,5,1,3,3
2848060657,1,2,5,1,1,2
3887766631,1,3,5,1,1,5
2525531261,2,1,4,2,3,5
1514051272,1,3,5,2,3,3
3188124773,2,1,5,1,3,1
4035228179,1,1,4,2,2,2
2977462258,1,4,5,1,3,1
1701990068,1,1,4,2,2,4
2977301276,1,1,4,1,2,5
562465841,1,1,4,2,3,4
328734467,2,1,5,2,1,3
1520982149,1,1,5,1,3,5
2361640547,2,1,5,2,2,3
3511135531,1,2,5,2,3,3
2742889553,1,1,5,1,1,2
1176460647,1,2,5,1,3,4
1983339518,1,3,4,1,3,5
1747221733,1,1,4,1,2,1
1746723414,1,2,4,2,1,2
1906900807,1,1,5,2,1,3
1123007979,1,2,5,1,1,5
2583964710,1,2,4,2,1,2
648317673,1,2,4,1,1,5
344645469,1,4,4,1,2,4
3476309305,1,2,5,2,2,5
3166215835,1,2,4,2,3,3
2567921541,1,1,5,1,3,4
746505706,1,1,4,2,1,4
2033223093,1,3,5,2,1,4
745158960,2,2,5,2,2,4
4111587228,1,1,5,2,3,3
1930248703,1,2,5,2,2,1
3894036999,2,1,5,1,3,5
567756813,1,2,5,1,1,3
1949730992,1,4,5,1,3,2
2658587297,2,3,4,2,3,4
1768179084,2,2,4,2,2,2
770734736,1,1,4,2,3,3
1650058359,1,1,4,2,3,2
4162678975,1,2,4,1,2,3
1234663564,2,2,4,2,2,4
3475403475,2,2,5,1,2,4
3153742887,2,4,5,1,3,4
2863559633,2,1,5,2,3,4
2010748324,2,2,5,2,2,3
1870964201,2,2,5,1,3,5
3276034549,1,3,5,1,3,4
3208199310,2,2,5,2,3,2
1089422814,1,2,4,2,2,1
2395857725,1,3,4,2,3,3
4156245965,2,1,4,1,1,1
3831180644,1,2,5,1,2,3
3929703027,1,4,4,2,2,5
2522942094,1,1,4,2,1,4
4105294639,1,1,5,1,2,5
2522615031,1,1,5,2,3,2
2706531402,1,2,5,2,1,4
3179547841,2,3,5,2,1,4
1966129170,1,3,5,2,2,2
935166162,2,1,5,1,2,1
3539744275,2,2,5,1,3,1
4222198516,2,4,4,2,3,4
1222151808,1,1,5,1,3,4
406724142,2,1,5,2,2,3
2185998494,1,3,4,1,1,4
2852362555,2,2,5,2,2,1
1178693432,1,3,5,2,2,4
1760015268,1,2,4,2,3,1
2428733318,1,1,4,1,3,5
3696605819,1,1,5,1,3,4
3077269947,2,1,5,1,3,5
3217249641,1,2,5,2,3,3
3701690811,1,4,5,1,3,4
1581868216,2,3,4,1,1,2
3861683347,1,3,5,1,3,5
623930095,1,2,5,2,2,4
2615829638,1,3,5,2,3,5
2091220467,1,4,5,2,3,2
973577983,1,1,4,1,2,5
3387073357,1,1,4,2,1,3
1640938350,1,2,5,1,3,3
1587438755,1,2,5,1,2,5
412360034,1,1,5,1,3,4
1619090828,2,1,5,2,3,1
2810373929,1,3,5,2,1,4
2206178628,1,3,4,2,2,4
55061101,1,4,5,2,3,2
4048974595,1,2,5,2,1,2
3681401493,1,3,4,2,3,1
3139350129,1,2,5,2,1,2
3227876703,1,2,5,2,3,2
2159016016,1,4,5,1,1,4
830552345,1,4,5,1,3,5
3643087771,2,1,4,2,3,2
2948965630,1,1,4,2,1,5
3167729101,1,1,5,2,2,2
2237688433,1,3,5,1,1,4
1544207518,1,1,5,2,2,5
2366251668,1,1,5,2,2,3
3293865651,1,1,4,2,3,5
1625857088,1,1,5,2,2,3
3424874843,2,2,5,2,2,2
1129710237,1,1,4,1,1,3
1042701702,1,1,5,1,2,3
1921270138,2,4,5,2,2,4
3973600184,1,1,5,1,2,5
91172641,2,1,5,1,1,1
4112379994,1,3,5,1,2,5
4006230530,1,4,5,1,2,1
936519897,1,3,5,2,3,5
3405241827,1,2,5,1,1,3
826585210,1,4,5,1,1,2
2942364721,1,1,5,2,1,3
4206127605,2,1,5,1,1,3
3058316255,2,3,5,2,2,2
292857536,2,1,5,2,3,2
1083533948,2,2,5,1,1,1
511437898,1,2,4,2,1,3
1276689314,2,3,5,2,2,5
1555693276,1,3,4,2,3,2
3675315748,2,4,5,2,3,4
1861247843,1,2,5,1,1,4
2851881720,1,1,4,2,3,2
3037019751,2,4,4,1,3,3
177023550,1,1,4,1,1,3
3044299017,1,1,5,2,3,5
4197618716,2,4,4,2,3,3
584193640,2,3,4,2,1,5
4037203752,2,2,5,2,2,4
992086556,1,1,5,1,3,5
3349238372,2,4,5,1,1,1
2885540463,1,1,5,2,3,4
2289909920,1,3,5,2,3,4
935921932,1,1,5,1,2,2
537574343,1,1,4,2,3,3
3942391607,2,1,4,1,3,1
1130696444,1,2,5,2,3,2
3405880547,1,3,5,1,1,4
4087522253,1,1,4,1,3,1
3114612835,1,1,5,2,1,4
3050802002,1,3,5,2,1,4
1991504474,1,3,4,2,1,1
256054015,1,3,5,2,3,3
926888945,1,1,5,1,3,3
2123470843,1,3,5,2,3,4
1949636829,1,3,5,1,2,2
1891695289,2,1,5,2,2,1
3225576580,1,1,4,2,2,4
238314585,1,1,4,2,3,4
4136476605,2,2,4,2,1,1
1496319260,2,1,5,1,3,3
2042581312,2,2,5,1,3,4
3626881704,1,1,4,1,1,1
2887889186,1,3,5,1,1,5
1451358918,1,3,5,2,3,2
2505030218,1,2,4,1,3,3
1699374,2,2,5,1,1,3
3467893044,1,1,4,1,2,5
1757129698,1,4,4,2,3,2
860104592,2,3,5,1,2,4
4268946259,1,2,4,2,3,4
1743713141,2,2,5,2,3,1
3803235815,1,1,4,1,3,3
1552850943,1,3,5,1,3,3
2425634986,2,1,4,2,3,3
1917489145,1,1,5,2,1,5
2074962069,1,1,4,1,1,1
3655730944,1,2,4,2,1,2
3661217037,1,2,5,2,2,5
1296550199,1,1,5,1,2,4
123004760,2,1,5,1,2,4
4157593106,1,1,4,2,1,3
3976092570,1,1,4,2,2,4
1720635661,2,1,5,1,3,2
3513872713,1,2,4,2,1,4
1985705602,2,2,5,1,1,2
1595679684,1,2,4,2,2,5
2040726234,1,2,5,1,3,4
3977960720,2,4,4,1,1,4
221453448,2,1,4,2,2,1
2696296683,1,4,5,2,2,2
2604126179,1,3,5,1,3,2
390193074,1,1,4,1,3,5
2659503942,2,1,4,2,2,4
3283147772,2,2,4,2,3,1
3251828379,2,2,5,2,2,3
3152175195,2,3,5,1,2,1
794632343,2,4,4,1,2,5
3202421747,1,1,5,2,1,1
1343972950,1,2,4,2,1,4
3011681692,2,2,5,1,2,2
1936848435,1,3,5,1,1,1
3462251792,1,2,5,1,2,3
1883236338,1,2,5,2,3,4
191983271,1,1,4,2,2,5
2721382819,1,3,4,1,2,2
2814832989,1,1,4,2,2,1
114608892,1,2,4,2,2,4
4077746640,1,1,4,1,3,2
4238341647,1,2,4,2,1,3
1809166847,2,2,4,2,1,3
4024800204,1,2,4,2,2,4
1252924263,1,1,5,2,3,4
2789036516,1,2,5,1,3,5
3631939443,1,4,4,1,3,3
1727071162,1,4,5,2,3,5
674462187,1,2,4,1,3,1
2689764992,2,1,5,2,1,2
767962669,1,2,5,1,3,5
2912442950,2,4,4,1,3,3
1312621092,2,1,5,2,1,4
1649112340,1,2,4,1,3,5
1650231155,1,1,5,2,1,1
2622013802,1,2,5,2,1,4
4142579211,1,1,4,1,1,5
1334706265,1,4,5,2,3,3
1399276831,1,2,4,2,2,2
2545272709,1,2,5,1,3,3
3891713799,1,3,5,1,2,4
180671295,2,2,5,1,1,3
3225488251,1,3,5,2,2,3
1486244734,1,2,4,1,2,1
2734304946,1,1,5,1,2,3
1267119391,1,1,4,2,2,1
3405185508,1,1,5,2,2,2
2202233392,1,2,4,2,3,4
145533638,2,2,4,1,3,3
602489354,1,1,5,1,2,2
212290413,1,2,4,1,2,4
2255996999,1,3,5,2,1,1
3568847151,1,2,4,1,1,5
736247171,1,2,5,2,2,5
1937232099,2,1,5,2,1,1
2638099446,2,3,5,1,3,1
3416911918,2,1,5,2,2,5
210833041,2,2,5,2,3,3
429031269,2,3,4,2,3,1
2325803112,1,1,5,1,2,2
3804410808,2,1,5,1,1,3
1449638656,1,2,5,2,2,3
1230744463,1,3,5,1,1,2
646833421,1,2,5,2,1,4
3325724692,1,1,5,2,3,5
2636909467,1,1,4,2,2,3
4223381481,2,1,5,2,3,4
1585840733,1,3,5,1,3,1
869755841,1,1,5,1,2,4
1605808908,1,2,4,2,1,2
445850674,2,3,5,2,3,5
107198016,1,1,5,1,2,1
1653924158,2,1,5,2,1,3
4203080368,1,3,5,2,2,1
536019122,2,1,5,2,2,4
2432400392,1,2,5,1,1,2
3679561978,1,3,5,2,1,2
3830674445,2,3,4,1,3,4
3269950014,1,3,5,2,3,1
1239000115,1,1,5,2,3,3
1255467685,1,2,5,2,1,5
1846040398,1,1,5,1,1,5
851803334,1,2,5,1,3,5
2923272839,1,2,5,2,3,4
1367669321,1,2,5,2,3,2
1875897072,1,2,5,2,3,2
322787785,1,1,5,1,3,3
905100256,2,2,5,2,3,4
61998192,1,2,5,2,3,3
3043734259,1,3,5,2,3,5
410085350,1,2,5,2,1,1
1659207656,2,2,5,2,1,1
1347286311,2,1,4,2,3,2
59844936,2,2,4,1,3,4
1054272762,1,3,5,2,3,5
1330217645,1,3,5,2,2,3
1844849866,2,1,4,2,3,4
3469184262,1,3,4,2,2,1
4072005882,1,2,5,1,3,5
184946666,1,4,4,2,2,2
2735978369,1,1,5,1,1,1
1278849777,2,1,4,2,2,5
348616301,1,3,5,1,1,2
1190725986,1,3,5,2,3,1
3871847679,1,3,4,2,1,5
2126314534,1,1,5,1,3,5
2954607987,2,2,4,2,3,1
4235921884,1,2,5,1,3,5
3874676411,1,2,5,2,2,3
1416340997,1,2,5,1,3,5
1047934565,1,3,5,2,2,4
3658181796,2,1,5,2,3,3
3490400483,1,2,5,2,1,1
3748491093,1,2,4,1,2,5
935908832,2,3,5,1,3,5
45222096,1,1,5,2,1,3
2258697972,1,2,5,1,3,2
3644135595,2,1,4,2,3,5
1753981823,1,4,4,2,2,3
2538232393,1,1,4,1,2,3
2258202130,1,1,5,1,3,1
4135924420,1,2,4,2,2,4
2522295106,1,2,4,2,2,5
4126302699,1,2,5,2,1,3
601010651,1,2,4,2,3,1
2515889088,1,1,5,1,1,5
2634384963,2,1,5,1,3,1
1244535112,1,1,5,1,2,4
2566838622,2,2,5,2,1,4
4280074904,2,1,4,1,2,3
3816519083,1,1,4,2,1,2
3825972643,2,1,5,2,2,5
2368267093,1,4,5,2,1,4
1181721562,1,3,4,1,3,1
1736342321,1,1,4,2,2,3
3731142981,1,1,5,1,3,4
4243474982,2,3,5,2,2,5
4280711429,2,2,4,1,2,3
594581526,2,3,5,1,3,5
687013487,1,1,5,2,2,2
3027009533,1,2,5,1,1,3
1441880766,1,1,5,1,2,5
1423214014,2,1,5,1,1,2
3843269458,1,3,4,2,3,5
54301290,1,1,4,2,3,2
3933698504,2,3,5,1,3,3
3684787888,1,3,4,2,2,4
755387729,1,4,5,2,3,2
1426762193,1,2,5,2,2,3
1831247582,1,1,4,2,1,4
1670990393,1,3,4,2,1,2
4238018734,1,2,5,1,1,2
1634942318,1,1,5,1,3,1
1768583530,1,3,5,2,1,5
2167536730,1,1,5,2,2,1
247252500,1,1,5,1,1,3
756059282,1,2,5,1,3,5
3399203264,2,2,5,2,2,4
3409558889,2,2,5,1,3,1
880339881,2,1,5,2,3,1
1043250720,1,3,5,2,1,3
133197122,2,3,5,1,2,1
822360028,1,2,4,2,3,4
3486281067,1,3,5,2,1,1
313171560,1,2,5,2,3,4
1336192891,2,4,5,1,2,2
836759004,1,4,4,2,1,3
4221674335,1,3,4,1,1,2
1471223919,1,2,4,1,3,1
589660773,1,1,4,1,3,4
1661091737,2,1,5,1,3,5
1972962056,1,1,4,2,3,3
1774951436,2,4,4,1,3,2
2153721630,2,1,5,2,1,5
2850820766,1,2,4,2,3,3
362591866,1,2,5,2,3,5
2122809665,1,2,4,2,3,4
560538924,1,3,5,2,3,1
2573209990,2,2,5,2,3,3
3035122609,1,2,5,2,3,5
1894013519,1,1,5,1,1,2
1404820150,1,1,5,1,3,2
2111514668,1,2,5,2,3,3
1003950648,2,1,4,2,2,3
590421036,1,1,5,1,2,3
2431847595,1,1,5,2,3,2
3630566988,1,1,4,2,1,2
1398570952,1,1,5,2,1,1
3872826618,1,1,4,1,2,4
664744468,1,1,5,1,3,4
1708543304,1,1,5,2,3,2
3582530508,1,1,5,1,2,4
2762508860,1,1,4,2,3,1
368114379,2,1,4,2,1,5
3969683381,1,1,5,2,1,4
3097896358,2,1,5,1,3,3
2713677078,1,3,5,1,2,1
3279709458,1,1,5,1,3,3
2813951976,2,1,4,2,3,2
154063773,1,4,4,2,3,3
836402259,1,1,4,2,3,2
3675440740,1,1,4,2,2,5
1683515712,1,1,5,2,3,4
1754622626,2,4,4,2,2,5
3496404764,1,1,5,2,1,3
454720479,2,2,4,2,1,5
3534358363,1,1,5,1,1,4
871620211,1,3,4,1,1,4
3246556163,1,2,5,1,2,2
2295372265,2,1,5,1,3,4
697247332,1,2,5,2,3,2
2527698250,1,1,4,2,3,2
896161376,2,4,4,1,3,3
3610673362,1,1,5,2,3,5
734713602,1,2,5,2,1,1
4137400609,1,4,5,2,3,4
3516702841,1,2,4,2,1,1
2256456211,1,3,5,2,2,2
1156051298,1,1,5,2,1,2
2870870881,2,1,4,1,1,1
2370643656,1,2,4,2,3,1
3726184744,1,2,4,2,3,2
108821266,1,1,5,1,1,2
3358923679,1,4,4,2,2,3
3270741332,1,1,4,2,2,2
968172183,2,1,5,2,2,4
1625348235,1,4,4,2,3,1
3868616085,2,2,5,2,3,5
1299010546,2,1,4,2,2,4
3223537736,1,2,5,2,2,3
1070975090,1,2,4,2,1,1
1549310668,2,2,5,2,1,5
1323916387,2,3,4,1,1,2
898401229,1,1,4,2,1,3
2536731479,1,2,4,2,3,4
2185171613,1,2,4,2,2,3
3535992689,1,3,5,1,3,1
3087697236,1,2,4,2,1,2
2345655174,2,1,5,2,1,4
211374999,2,4,5,1,3,3
2295565005,1,1,4,2,3,4
3827078414,1,3,4,2,1,1
3526604267,1,1,5,2,1,1
229272473,1,1,4,2,2,5
3782572107,1,2,5,1,3,4
3608315187,1,4,4,1,2,1
3016430197,1,1,5,1,1,4
3481336397,1,4,5,1,1,3
3482576968,1,2,5,2,1,5
2464758877,2,1,4,1,2,4
682346688,1,3,5,2,1,2
690694752,2,2,5,1,1,5
1756850763,2,3,5,2,2,5
505105275,1,1,5,2,3,4
3348070120,2,2,5,2,1,4
1794443317,2,1,5,1,2,2
543149705,1,4,4,2,3,2
1885562629,2,2,4,2,3,2
1819500,1,2,4,1,2,1
983078264,2,2,4,1,2,3
3090045437,1,2,4,2,3,2
3354575217,1,3,4,1,3,5
1742637514,1,2,4,1,1,1
3786517123,2,4,4,1,3,4
2535104460,1,1,5,1,1,5
1656827294,1,2,5,1,1,1
63176551,1,1,4,1,1,1
3126573742,1,2,4,1,1,4
2093244319,1,1,4,2,2,2
2231411457,1,3,4,2,3,1
3312981936,1,2,5,1,2,5
3233415173,1,2,5,2,2,3
1712603381,1,3,4,2,2,1
903886224,1,2,5,2,3,2
1922252596,1,1,4,2,1,1
2415862284,1,4,5,1,3,3
3401774355,1,3,5,2,3,4
2066249695,1,1,4,2,1,5
1626878608,1,2,5,2,2,4
867006731,1,1,5,1,1,4
14796569,1,2,4,2,3,1
2329470800,1,2,4,2,3,2
309069157,1,1,5,2,3,1
3338868731,2,1,5,2,2,3
408523136,1,2,4,2,2,1
1353920246,1,2,5,2,2,1
2161057792,1,3,5,2,2,1
362298795,1,4,5,1,2,1
1491765526,2,3,4,1,3,1
486857960,2,3,4,1,3,5
2770080188,1,4,4,1,3,4
334264754,2,4,5,1,1,5
2670734206,1,2,5,2,1,1
2212905140,1,3,4,1,2,1
334538938,1,1,5,2,1,1
3901919474,1,4,5,1,3,5
2835138144,1,3,5,1,3,1
982697426,2,3,5,1,2,2
187253906,1,1,5,1,3,4
2805703539,1,2,5,2,3,4
813989524,1,2,4,2,2,1
1120130699,2,2,5,1,3,4
1680937968,1,3,5,1,1,1
267423540,1,4,5,2,3,2
1909058419,1,2,5,1,2,3
3126079129,1,2,5,1,1,2
1231973062,2,2,5,1,1,5
3208205560,1,1,4,2,3,1
3998114828,1,2,5,2,3,5
1556054938,1,3,5,2,1,4
1537054105,1,1,4,1,2,2
2344089641,2,1,4,1,2,1
1651753731,1,1,4,1,2,3
4043401235,1,3,4,2,2,5
2916729390,1,2,5,1,3,4
3363437200,1,2,5,2,2,5
213908676,1,3,5,1,1,3
2267177017,1,4,5,1,1,5
2015493269,1,1,5,1,1,2
3874488490,1,3,5,2,3,5
1676589418,1,3,4,1,2,1
1712722827,1,3,5,1,3,4
3089992550,1,1,4,1,3,2
4186436152,2,4,5,1,3,3
963212782,2,2,4,1,3,4
1548145648,1,2,4,2,3,3
3795397654,1,3,5,2,1,5
3085075425,1,2,4,1,1,3
1533139557,1,3,4,1,1,3
3950954346,1,3,4,2,3,1
226538135,1,4,5,1,3,5
2121449528,1,2,5,2,3,5
941156745,1,2,5,2,3,2
234802726,2,3,5,2,1,4
2204430212,2,1,4,1,2,2
2298583936,1,2,4,2,1,2
